"","Corp.x","Corp.Name.x","School","School.Name.x","Performance.Points...3.8..2017","Performance.Weight...3.8..2017","Growth.Points...4.8..2017","Growth.Weight...4.8..2017","Performance.Points...10..2017","Performance.Weight...10..2017","Growth.Points...10.12..2017","Growth.Weight...10.12..2017","Mult..Measures.Points...12..2017","Mult..Measures.Weight...12..2017","Overall.Points.2017","Overall.Grade.2017","Performance.Points...3.8..2018","Performance.Weight...3.8..2018","Growth.Points...4.8..2018","Growth.Weight...4.8..2018","Performance.Points...10..2018","Performance.Weight...10..2018","Growth.Points...10.12..2018","Growth.Weight...10.12..2018","Mult..Measures.Points...12..2018","Mult..Measures.Weight...12..2018","Overall.Points.2018","Overall.Grade.2018","TraditionalPublic"
"118",615,"Western Boone Co Com Sch Dist","0539","Western Boone Jr-Sr High School",59,0.173,95.1,0.173,56.9,0.131,90.8,0.131,100,0.392,85.2,"B",62.3,0.163,98.7,0.163,46.8,0.135,74.4,0.135,100,0.405,83.1,"B",1
"119",630,"Zionsville Community Schools","0510","Zionsville West Middle School",80.1,0.5,101.8,0.5,NA,NA,NA,NA,NA,NA,91,"A",80.3,0.5,100.7,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",1
"120",630,"Zionsville Community Schools","0511","Zionsville Middle School",86.2,0.5,98.1,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",83.9,0.5,97.3,0.5,NA,NA,NA,NA,NA,NA,90.6,"A",1
"121",630,"Zionsville Community Schools","0512","Zionsville Community High School",NA,NA,NA,NA,76.1,0.2,108.4,0.2,100.1,0.6,97,"A",NA,NA,NA,NA,73,0.2,114.1,0.2,100.5,0.6,97.7,"A",1
"122",630,"Zionsville Community Schools","0514","Eagle Elementary School",87.1,0.5,94,0.5,NA,NA,NA,NA,NA,NA,90.6,"A",87.2,0.5,93,0.5,NA,NA,NA,NA,NA,NA,90.1,"A",1
"123",630,"Zionsville Community Schools","0517","Zionsville Pleasant View Elem Sch",89.8,0.5,116.4,0.5,NA,NA,NA,NA,NA,NA,103.1,"A",83.5,0.5,84.8,0.5,NA,NA,NA,NA,NA,NA,84.2,"B",1
"124",630,"Zionsville Community Schools","0541","Union Elementary School",94.2,0.5,115,0.5,NA,NA,NA,NA,NA,NA,104.6,"A",86.2,0.5,95,0.5,NA,NA,NA,NA,NA,NA,90.6,"A",1
"125",630,"Zionsville Community Schools","0542","Stonegate Elementary",79.4,0.5,108.7,0.5,NA,NA,NA,NA,NA,NA,94.1,"A",71.6,0.5,104.7,0.5,NA,NA,NA,NA,NA,NA,88.2,"B",1
"126",630,"Zionsville Community Schools","0544","Boone Meadow",91.4,0.5,109.5,0.5,NA,NA,NA,NA,NA,NA,100.5,"A",88.4,0.5,112.2,0.5,NA,NA,NA,NA,NA,NA,100.3,"A",1
"127",665,"Lebanon Community School Corp","0534","Perry Worth Elementary School",82.6,0.5,123.9,0.5,NA,NA,NA,NA,NA,NA,103.3,"A",80.2,0.5,94.7,0.5,NA,NA,NA,NA,NA,NA,87.5,"B",1
"128",665,"Lebanon Community School Corp","0553","Lebanon Senior High School",NA,NA,NA,NA,56.4,0.2,108.2,0.2,100.9,0.6,93.5,"A",NA,NA,NA,NA,48.4,0.2,94.7,0.2,100.9,0.6,89.2,"B",1
"129",665,"Lebanon Community School Corp","0557","Lebanon Middle School",63.7,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,80.8,"B",67.6,0.5,108.2,0.5,NA,NA,NA,NA,NA,NA,87.9,"B",1
"130",665,"Lebanon Community School Corp","0561","Central Elementary School",79.2,0.5,81.9,0.5,NA,NA,NA,NA,NA,NA,80.6,"B",77.1,0.5,88.6,0.5,NA,NA,NA,NA,NA,NA,82.9,"B",1
"131",665,"Lebanon Community School Corp","0565","Harney Elementary School",63,0.5,90.8,0.5,NA,NA,NA,NA,NA,NA,76.9,"C",63.6,0.5,100.8,0.5,NA,NA,NA,NA,NA,NA,82.2,"B",1
"132",665,"Lebanon Community School Corp","0569","Hattie B Stokes Elementary School",57.4,0.5,100.1,0.5,NA,NA,NA,NA,NA,NA,78.8,"C",52.9,0.5,99.8,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"133",670,"Brown County School Corporation","0571","Brown County Intermediate School",70.7,0.5,106.6,0.5,NA,NA,NA,NA,NA,NA,88.7,"B",70.7,0.5,110.5,0.5,NA,NA,NA,NA,NA,NA,90.6,"A",1
"134",670,"Brown County School Corporation","0573","Brown County High School",NA,NA,NA,NA,40.1,0.2,94.7,0.2,100.4,0.6,87.2,"B",NA,NA,NA,NA,39.2,0.2,82.8,0.2,100,0.6,84.4,"B",1
"135",670,"Brown County School Corporation","0577","Van Buren Elementary School",58.8,0.5,124.1,0.5,NA,NA,NA,NA,NA,NA,91.5,"A",59.5,0.5,90.4,0.5,NA,NA,NA,NA,NA,NA,75,"C",1
"136",670,"Brown County School Corporation","0581","Helmsburg Elementary School",73.8,0.5,111.5,0.5,NA,NA,NA,NA,NA,NA,92.7,"A",72,0.5,104.6,0.5,NA,NA,NA,NA,NA,NA,88.3,"B",1
"137",670,"Brown County School Corporation","0585","Sprunica Elementary School",66.2,0.5,86.1,0.5,NA,NA,NA,NA,NA,NA,76.2,"C",71,0.5,81.3,0.5,NA,NA,NA,NA,NA,NA,76.2,"C",1
"138",670,"Brown County School Corporation","0587","Brown County Junior High",69.5,0.5,115,0.5,NA,NA,NA,NA,NA,NA,92.3,"A",65.6,0.5,100,0.5,NA,NA,NA,NA,NA,NA,82.8,"B",1
"139",750,"Carroll Consolidated School Corp","0621","Carroll Senior High School",NA,NA,NA,NA,56.9,0.2,121.1,0.2,101.2,0.6,96.3,"A",NA,NA,NA,NA,59.7,0.2,108,0.2,100,0.6,93.5,"A",1
"140",750,"Carroll Consolidated School Corp","0629","Carroll Elementary School",65.2,0.5,106.3,0.5,NA,NA,NA,NA,NA,NA,85.8,"B",61,0.5,100,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",1
"141",755,"Delphi Community School Corp","0609","Delphi Community Middle School",59.8,0.5,91.6,0.5,NA,NA,NA,NA,NA,NA,75.7,"C",62,0.5,91.2,0.5,NA,NA,NA,NA,NA,NA,76.6,"C",1
"142",755,"Delphi Community School Corp","0637","Delphi Community High School",NA,NA,NA,NA,46.9,0.2,100.5,0.2,94.9,0.6,86.4,"B",NA,NA,NA,NA,52.2,0.2,122.3,0.2,100.5,0.6,95.2,"A",1
"143",755,"Delphi Community School Corp","0641","Delphi Community Elementary School",72.2,0.5,112.3,0.5,NA,NA,NA,NA,NA,NA,92.3,"A",67.3,0.5,100.9,0.5,NA,NA,NA,NA,NA,NA,84.1,"B",1
"144",775,"Pioneer Regional School Corp","0645","Pioneer Jr-Sr High School",58.6,0.18,96.6,0.18,57.4,0.128,124.3,0.128,98.1,0.385,89,"B",56.4,0.177,100.6,0.177,57.3,0.129,140.6,0.129,93.2,0.387,89.4,"B",1
"145",775,"Pioneer Regional School Corp","0649","Pioneer Elementary School",53.5,0.5,104.8,0.5,NA,NA,NA,NA,NA,NA,79.2,"C",55,0.5,100.7,0.5,NA,NA,NA,NA,NA,NA,77.9,"C",1
"146",815,"Southeastern School Corp","0689","Lewis Cass Jr-Sr High School",54.9,0.151,109,0.151,57.1,0.14,126.5,0.14,100.5,0.419,92.6,"A",NA,NA,NA,NA,44.1,0.2,124.4,0.2,100.4,0.6,93.9,"A",1
"147",815,"Southeastern School Corp","0695","Thompson Elementary School",65.7,0.5,95.8,0.5,NA,NA,NA,NA,NA,NA,80.8,"B",61.9,0.5,97.7,0.5,NA,NA,NA,NA,NA,NA,79.8,"C",1
"148",875,"Logansport Community Sch Corp","0701","Logansport Community High School",NA,NA,NA,NA,40.7,0.2,114.4,0.2,100.6,0.6,91.4,"A",NA,NA,NA,NA,44.4,0.2,125.6,0.2,100.2,0.6,94.1,"A",1
"149",875,"Logansport Community Sch Corp","0702","Lincoln Middle School",55.1,0.5,99.5,0.5,NA,NA,NA,NA,NA,NA,77.3,"C",48.8,0.5,94.7,0.5,NA,NA,NA,NA,NA,NA,71.8,"C",1
"150",875,"Logansport Community Sch Corp","0705","Franklin Elementary School",49,0.5,93.9,0.5,NA,NA,NA,NA,NA,NA,71.5,"C",45.9,0.5,90.7,0.5,NA,NA,NA,NA,NA,NA,68.3,"D",1
"151",875,"Logansport Community Sch Corp","0709","Fairview Elementary School",57.5,0.5,81.4,0.5,NA,NA,NA,NA,NA,NA,69.5,"D",51.8,0.5,94.4,0.5,NA,NA,NA,NA,NA,NA,73.1,"C",1
"152",875,"Logansport Community Sch Corp","0711","Landis Elementary School",49.6,0.5,78,0.5,NA,NA,NA,NA,NA,NA,63.8,"D",54.4,0.5,97.3,0.5,NA,NA,NA,NA,NA,NA,75.9,"C",1
"153",875,"Logansport Community Sch Corp","0713","Columbia Elementary School",44.3,0.5,103.7,0.5,NA,NA,NA,NA,NA,NA,74,"C",45.9,0.5,99.1,0.5,NA,NA,NA,NA,NA,NA,72.5,"C",1
"154",875,"Logansport Community Sch Corp","0715","Columbia Middle School",51.6,0.5,102.3,0.5,NA,NA,NA,NA,NA,NA,77,"C",48.5,0.5,87.4,0.5,NA,NA,NA,NA,NA,NA,68,"D",1
"155",940,"West Clark Community Schools","0765","Henryville Jr & Sr High School",54.8,0.167,88.9,0.167,46.2,0.133,81.2,0.133,100,0.4,80.9,"B",56.5,0.164,102.7,0.164,46.7,0.134,102.2,0.134,100,0.403,86.4,"B",1
"156",940,"West Clark Community Schools","0767","Henryville Elementary School",60.5,0.5,100.4,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",59.7,0.5,107.9,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",1
"157",940,"West Clark Community Schools","0777","Silver Creek High School",NA,NA,NA,NA,49.1,0.2,107.8,0.2,100.2,0.6,91.5,"A",NA,NA,NA,NA,40.7,0.2,109.4,0.2,95.8,0.6,87.5,"B",1
"158",940,"West Clark Community Schools","0781","Silver Creek Middle School",58.6,0.5,123.3,0.5,NA,NA,NA,NA,NA,NA,91,"A",61.5,0.5,121.2,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",1
"159",940,"West Clark Community Schools","0789","Silver Creek Elementary School",53.8,0.5,100.2,0.5,NA,NA,NA,NA,NA,NA,77,"C",61,0.5,106.9,0.5,NA,NA,NA,NA,NA,NA,84,"B",1
"160",940,"West Clark Community Schools","0813","William W Borden High School",51,0.166,98.8,0.166,49,0.134,146.7,0.134,100.8,0.41,91.5,"A",58.7,0.161,103.4,0.161,54.9,0.136,133.8,0.136,100,0.407,92.5,"A",1
"161",940,"West Clark Community Schools","0815","William W Borden Elementary School",68.2,0.5,106,0.5,NA,NA,NA,NA,NA,NA,87.1,"B",78.9,0.5,118.6,0.5,NA,NA,NA,NA,NA,NA,98.8,"A",1
"162",940,"West Clark Community Schools","0818","Silver Creek Primary School",53.8,0.5,100.2,0.5,NA,NA,NA,NA,NA,NA,77,"C",61,0.5,106.9,0.5,NA,NA,NA,NA,NA,NA,84,"B",1
"163",1000,"Clarksville Community School Corp","0833","Clarksville Senior High School",NA,NA,NA,NA,37.8,0.2,77.4,0.2,100,0.6,83,"B",NA,NA,NA,NA,31,0.2,77.9,0.2,100,0.6,81.8,"B",1
"164",1000,"Clarksville Community School Corp","0845","Clarksville Elementary School",53.6,0.5,86.7,0.5,NA,NA,NA,NA,NA,NA,70.2,"C",63.6,0.5,122,0.5,NA,NA,NA,NA,NA,NA,92.8,"A",1
"165",1000,"Clarksville Community School Corp","0851","Clarksville Middle School",52.4,0.5,92,0.5,NA,NA,NA,NA,NA,NA,72.2,"C",57,0.5,112,0.5,NA,NA,NA,NA,NA,NA,84.5,"B",1
"166",1010,"Greater Clark County Schools","0755","W E Wilson Elementary",69.8,0.5,112.9,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",61,0.5,86,0.5,NA,NA,NA,NA,NA,NA,73.5,"C",1
"167",1010,"Greater Clark County Schools","0761","Thomas Jefferson Elementary School",70.9,0.5,99.8,0.5,NA,NA,NA,NA,NA,NA,85.4,"B",67.7,0.5,95.5,0.5,NA,NA,NA,NA,NA,NA,81.6,"B",1
"168",1010,"Greater Clark County Schools","0801","Northaven Elementary School",55.2,0.5,128.2,0.5,NA,NA,NA,NA,NA,NA,91.7,"A",56.8,0.5,109.3,0.5,NA,NA,NA,NA,NA,NA,83.1,"B",1
"169",1010,"Greater Clark County Schools","0805","Utica Elementary School",81.3,0.5,122.1,0.5,NA,NA,NA,NA,NA,NA,101.7,"A",79.6,0.5,109.7,0.5,NA,NA,NA,NA,NA,NA,94.7,"A",1
"170",1010,"Greater Clark County Schools","0807","New Washington Elementary School",68.5,0.5,100.4,0.5,NA,NA,NA,NA,NA,NA,84.5,"B",72.1,0.5,99.3,0.5,NA,NA,NA,NA,NA,NA,85.7,"B",1
"171",1010,"Greater Clark County Schools","0809","New Washington Middle/High School",65.6,0.198,106.8,0.198,51.3,0.121,112.7,0.121,100.8,0.362,90.5,"A",71.4,0.209,118.3,0.209,60.2,0.116,112.4,0.116,100,0.349,94.6,"A",1
"172",1010,"Greater Clark County Schools","0821","Charlestown Senior High School",NA,NA,NA,NA,55.4,0.2,102.7,0.2,100.3,0.6,91.8,"A",NA,NA,NA,NA,46.9,0.2,105.5,0.2,100.4,0.6,90.7,"A",1
"173",1010,"Greater Clark County Schools","0825","Jonathan Jennings Elementary Sch",68.5,0.5,125,0.5,NA,NA,NA,NA,NA,NA,96.8,"A",65.5,0.5,101.4,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",1
"174",1010,"Greater Clark County Schools","0829","Pleasant Ridge Elementary School",60.1,0.5,87,0.5,NA,NA,NA,NA,NA,NA,73.6,"C",63.6,0.5,99.7,0.5,NA,NA,NA,NA,NA,NA,81.7,"B",1
"175",1010,"Greater Clark County Schools","0849","Jeffersonville High School",NA,NA,NA,NA,44.5,0.2,112.9,0.2,100.9,0.6,92,"A",NA,NA,NA,NA,41.7,0.2,108.9,0.2,94.3,0.6,86.7,"B",1
"176",1010,"Greater Clark County Schools","0853","Parkview Middle School",57.9,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,80.6,"B",60.1,0.5,106.4,0.5,NA,NA,NA,NA,NA,NA,83.3,"B",1
"177",1010,"Greater Clark County Schools","0863","Charlestown Middle School",61,0.5,97.6,0.5,NA,NA,NA,NA,NA,NA,79.3,"C",61.9,0.5,98.7,0.5,NA,NA,NA,NA,NA,NA,80.3,"B",1
"178",1010,"Greater Clark County Schools","0865","Bridgepoint Elementary School",59.1,0.5,98.6,0.5,NA,NA,NA,NA,NA,NA,78.9,"C",57.5,0.5,83.1,0.5,NA,NA,NA,NA,NA,NA,70.3,"C",1
"179",1010,"Greater Clark County Schools","0869","Maple Elementary School",58.3,0.5,83.4,0.5,NA,NA,NA,NA,NA,NA,70.9,"C",56,0.5,71.1,0.5,NA,NA,NA,NA,NA,NA,63.6,"D",1
"180",1010,"Greater Clark County Schools","0871","Riverside Elementary School",63.2,0.5,105.7,0.5,NA,NA,NA,NA,NA,NA,84.5,"B",61.1,0.5,89.6,0.5,NA,NA,NA,NA,NA,NA,75.4,"C",1
"181",1010,"Greater Clark County Schools","0877","Spring Hill Elementary School",57.9,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,79.6,"C",56.4,0.5,84.2,0.5,NA,NA,NA,NA,NA,NA,70.3,"C",1
"182",1010,"Greater Clark County Schools","0879","Parkwood Elementary School",55.5,0.5,100.8,0.5,NA,NA,NA,NA,NA,NA,78.2,"C",51.1,0.5,92.4,0.5,NA,NA,NA,NA,NA,NA,71.8,"C",1
"183",1010,"Greater Clark County Schools","0883","River Valley Middle School",54,0.5,102.1,0.5,NA,NA,NA,NA,NA,NA,78.1,"C",50.3,0.5,86.5,0.5,NA,NA,NA,NA,NA,NA,68.4,"D",1
"184",1125,"Clay Community Schools","0895","Clay City Elementary School",78.8,0.5,94.3,0.5,NA,NA,NA,NA,NA,NA,86.6,"B",74.2,0.5,101.9,0.5,NA,NA,NA,NA,NA,NA,88.1,"B",1
"185",1125,"Clay Community Schools","0897","Clay City Jr-Sr High School",67.2,0.172,86.8,0.172,51.5,0.131,92.5,0.131,100,0.394,84.8,"B",68.5,0.169,80.9,0.169,55.9,0.132,93.4,0.132,100,0.397,84.7,"B",1
"186",1125,"Clay Community Schools","0901","Jackson Township Elementary School",83.6,0.5,101,0.5,NA,NA,NA,NA,NA,NA,92.3,"A",86.9,0.5,118.2,0.5,NA,NA,NA,NA,NA,NA,102.6,"A",1
"187",1125,"Clay Community Schools","0907","Staunton Elementary School",91.1,0.5,123.1,0.5,NA,NA,NA,NA,NA,NA,107.1,"A",88.5,0.5,92.4,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",1
"188",1125,"Clay Community Schools","0923","Van Buren Elementary School",80.5,0.5,122.6,0.5,NA,NA,NA,NA,NA,NA,101.6,"A",76.9,0.5,112.2,0.5,NA,NA,NA,NA,NA,NA,94.6,"A",1
"189",1125,"Clay Community Schools","0925","North Clay Middle School",63.8,0.5,103.1,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",63.5,0.5,94.7,0.5,NA,NA,NA,NA,NA,NA,79.1,"C",1
"190",1125,"Clay Community Schools","0933","Northview High School",NA,NA,NA,NA,48.2,0.2,91.6,0.2,101.4,0.6,88.8,"B",NA,NA,NA,NA,40.9,0.2,95.4,0.2,95.3,0.6,84.4,"B",1
"191",1125,"Clay Community Schools","0941","East Side Elementary School",75.4,0.5,88,0.5,NA,NA,NA,NA,NA,NA,81.7,"B",73.7,0.5,97.6,0.5,NA,NA,NA,NA,NA,NA,85.7,"B",1
"192",1125,"Clay Community Schools","0942","Forest Park Elementary School",53.5,0.5,73,0.5,NA,NA,NA,NA,NA,NA,63.3,"D",45.2,0.5,92.3,0.5,NA,NA,NA,NA,NA,NA,68.8,"D",1
"193",1125,"Clay Community Schools","0949","Meridian Street Elementary School",76.5,0.5,114,0.5,NA,NA,NA,NA,NA,NA,95.3,"A",80.7,0.5,129.2,0.5,NA,NA,NA,NA,NA,NA,105,"A",1
"194",1150,"Clinton Central School Corporation","0957","Clinton Central Junior-Senior HS",45.4,0.183,81,0.183,52.2,0.127,115.6,0.127,100,0.381,82.5,"B",51.8,0.187,109,0.187,39.4,0.125,116.8,0.125,100,0.376,87.2,"B",1
"195",1150,"Clinton Central School Corporation","0961","Clinton Central Elementary School",63.9,0.5,110.3,0.5,NA,NA,NA,NA,NA,NA,87.1,"B",66.9,0.5,114.7,0.5,NA,NA,NA,NA,NA,NA,90.8,"A",1
"196",1160,"Clinton Prairie School Corporation","0977","Clinton Prairie Jr-Sr High School",52,0.181,90.6,0.181,47,0.128,111.1,0.128,100,0.383,84.4,"B",48.1,0.179,83.2,0.179,49.4,0.129,81.5,0.129,94.8,0.386,77,"C",1
"197",1160,"Clinton Prairie School Corporation","0981","Clinton Prairie Elementary School",63.8,0.5,99.7,0.5,NA,NA,NA,NA,NA,NA,81.8,"B",64.5,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,81.2,"B",1
"198",1170,"Community Schools of Frankfort","0997","Frankfort Senior High School",NA,NA,NA,NA,27.6,0.2,94.6,0.2,100.8,0.6,84.9,"B",NA,NA,NA,NA,24.2,0.2,83.8,0.2,94.6,0.6,78.4,"C",1
"199",1170,"Community Schools of Frankfort","0999","Frankfort Middle School",39.6,0.5,88.5,0.5,NA,NA,NA,NA,NA,NA,64.1,"D",39.7,0.5,99.8,0.5,NA,NA,NA,NA,NA,NA,69.8,"D",1
"200",1170,"Community Schools of Frankfort","1014","Blue Ridge Primary Elementary Sch",53.6,0.5,87.8,0.5,NA,NA,NA,NA,NA,NA,70.7,"C",53.9,0.5,77.5,0.5,NA,NA,NA,NA,NA,NA,65.7,"D",1
"201",1170,"Community Schools of Frankfort","1015","Green Meadows Intermediate Elem",53.6,0.5,87.8,0.5,NA,NA,NA,NA,NA,NA,70.7,"C",53.9,0.5,77.5,0.5,NA,NA,NA,NA,NA,NA,65.7,"D",1
"202",1170,"Community Schools of Frankfort","1020","Suncrest Elementary School",49.2,0.5,101,0.5,NA,NA,NA,NA,NA,NA,75.1,"C",52.8,0.5,108.5,0.5,NA,NA,NA,NA,NA,NA,80.7,"B",1
"203",1180,"Rossville Con School District","1021","Rossville Middle/Senior High Sch",68.5,0.213,120.4,0.213,57.7,0.115,89,0.115,100,0.344,91.5,"A",66.3,0.208,100.3,0.208,51.3,0.117,95.2,0.117,100,0.351,86.9,"B",1
"204",1180,"Rossville Con School District","1033","Rossville Elementary School",70.8,0.5,108,0.5,NA,NA,NA,NA,NA,NA,89.4,"B",66.5,0.5,93,0.5,NA,NA,NA,NA,NA,NA,79.8,"C",1
"205",1300,"Crawford County Community Sch Corp","1037","South Crawford Elementary School",52,0.5,108.2,0.5,NA,NA,NA,NA,NA,NA,80.1,"B",48.4,0.5,93.2,0.5,NA,NA,NA,NA,NA,NA,70.8,"C",1
"206",1300,"Crawford County Community Sch Corp","1045","West Crawford Elementary School",67,0.5,87.9,0.5,NA,NA,NA,NA,NA,NA,77.5,"C",69.7,0.5,108,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",1
"207",1300,"Crawford County Community Sch Corp","1059","Crawford County High School",NA,NA,NA,NA,56.9,0.2,88.5,0.2,93,0.6,84.9,"B",NA,NA,NA,NA,50.9,0.2,78.8,0.2,94.6,0.6,82.7,"B",1
"208",1300,"Crawford County Community Sch Corp","1061","Crawford County Middle School",70.9,0.5,108.4,0.5,NA,NA,NA,NA,NA,NA,89.7,"B",67.4,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,84,"B",1
"209",1300,"Crawford County Community Sch Corp","1065","East Crawford Elementary School",59.5,0.5,68.7,0.5,NA,NA,NA,NA,NA,NA,64.1,"D",64.3,0.5,93.7,0.5,NA,NA,NA,NA,NA,NA,79,"C",1
"210",1315,"Barr-Reeve Community Schools Inc","1069","Barr Reeve Middle/High School",83.9,0.238,107.4,0.238,76.1,0.15,129,0.15,100,0.315,98.6,"A",84.6,0.244,97.1,0.244,69.7,0.102,119.8,0.102,101.1,0.307,94.7,"A",1
"211",1315,"Barr-Reeve Community Schools Inc","1073","Barr Reeve Primary Grade School",83.5,0.5,127.2,0.5,NA,NA,NA,NA,NA,NA,105.4,"A",84.6,0.5,123.7,0.5,NA,NA,NA,NA,NA,NA,104.2,"A",1
"212",1315,"Barr-Reeve Community Schools Inc","1075","Barr Reeve Elementary School",83.5,0.5,127.2,0.5,NA,NA,NA,NA,NA,NA,105.4,"A",84.6,0.5,123.7,0.5,NA,NA,NA,NA,NA,NA,104.2,"A",1
"213",1375,"North Daviess Com Schools","1090","North Daviess Elementary School",72.7,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",70.4,0.5,95.3,0.5,NA,NA,NA,NA,NA,NA,82.9,"B",1
"214",1375,"North Daviess Com Schools","1121","North Daviess Jr-Sr High School",67.8,0.177,100,0.177,63.9,0.129,117.7,0.129,100.8,0.387,92.1,"A",68.5,0.173,106.7,0.173,45.5,0.131,95.4,0.131,94.6,0.393,86,"B",1
"215",1405,"Washington Community Schools","1103","Lena Dunn Elementary School",37.8,0.5,74.9,0.5,NA,NA,NA,NA,NA,NA,56.4,"F",37,0.5,75.2,0.5,NA,NA,NA,NA,NA,NA,56.1,"F",1
"216",1405,"Washington Community Schools","1105","Veale Elementary School",77.2,0.5,106.6,0.5,NA,NA,NA,NA,NA,NA,91.9,"A",74.5,0.5,105.9,0.5,NA,NA,NA,NA,NA,NA,90.2,"A",1
"217",1405,"Washington Community Schools","1123","Washington Junior High School",53.9,0.5,98.6,0.5,NA,NA,NA,NA,NA,NA,76.3,"C",50.7,0.5,93.6,0.5,NA,NA,NA,NA,NA,NA,72.2,"C",1
"218",1405,"Washington Community Schools","1125","Washington High School",NA,NA,NA,NA,33.6,0.2,76.3,0.2,100,0.6,82,"B",NA,NA,NA,NA,41.7,0.2,104.8,0.2,100,0.6,89.3,"B",1
"219",1405,"Washington Community Schools","1129","North Elementary School",59.6,0.5,93.1,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",63.6,0.5,109.6,0.5,NA,NA,NA,NA,NA,NA,86.6,"B",1
"220",1560,"Sunman-Dearborn Com Sch Corp","1189","North Dearborn Elementary School",72.7,0.5,98.3,0.5,NA,NA,NA,NA,NA,NA,85.5,"B",78.4,0.5,107,0.5,NA,NA,NA,NA,NA,NA,92.7,"A",1
"221",1560,"Sunman-Dearborn Com Sch Corp","1190","Sunman-Dearborn Middle School",72.5,0.5,112.2,0.5,NA,NA,NA,NA,NA,NA,92.4,"A",67.5,0.5,104,0.5,NA,NA,NA,NA,NA,NA,85.8,"B",1
"222",1560,"Sunman-Dearborn Com Sch Corp","1193","Bright Elementary School",69.9,0.5,84.2,0.5,NA,NA,NA,NA,NA,NA,77.1,"C",69.6,0.5,97.4,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",1
"223",1560,"Sunman-Dearborn Com Sch Corp","7211","Sunman Elementary School",61.5,0.5,91.5,0.5,NA,NA,NA,NA,NA,NA,76.5,"C",60.4,0.5,78,0.5,NA,NA,NA,NA,NA,NA,69.2,"D",1
"224",1560,"Sunman-Dearborn Com Sch Corp","7213","East Central High School",NA,NA,NA,NA,60.1,0.2,116.5,0.2,100.9,0.6,95.9,"A",NA,NA,NA,NA,60.8,0.2,116.5,0.2,100,0.6,95.5,"A",1
"225",1600,"South Dearborn Community Sch Corp","1165","Manchester Elementary School",68.6,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,83.3,"B",67.4,0.5,99.2,0.5,NA,NA,NA,NA,NA,NA,83.3,"B",1
"226",1600,"South Dearborn Community Sch Corp","1169","Moores Hill Elementary School",61.5,0.5,99.7,0.5,NA,NA,NA,NA,NA,NA,80.6,"B",67.1,0.5,106.1,0.5,NA,NA,NA,NA,NA,NA,86.6,"B",1
"227",1600,"South Dearborn Community Sch Corp","1172","South Dearborn Middle School",50.6,0.5,96.5,0.5,NA,NA,NA,NA,NA,NA,73.6,"C",52.3,0.5,97.1,0.5,NA,NA,NA,NA,NA,NA,74.7,"C",1
"228",1600,"South Dearborn Community Sch Corp","1179","South Dearborn High School",NA,NA,NA,NA,41.3,0.2,68.4,0.2,95.4,0.6,79.2,"C",NA,NA,NA,NA,40.3,0.2,88.7,0.2,100.2,0.6,85.9,"B",1
"229",1600,"South Dearborn Community Sch Corp","1197","Aurora Elementary School",64.8,0.5,100.6,0.5,NA,NA,NA,NA,NA,NA,82.7,"B",57.3,0.5,91.1,0.5,NA,NA,NA,NA,NA,NA,74.2,"C",1
"230",1620,"Lawrenceburg Community School Corp","1177","Lawrenceburg High School",NA,NA,NA,NA,51.8,0.2,129,0.2,100,0.6,96.2,"A",NA,NA,NA,NA,57.8,0.2,101.3,0.2,100,0.6,91.8,"A",1
"231",1620,"Lawrenceburg Community School Corp","1209","Greendale Middle School",64.9,0.5,112.9,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",66.8,0.5,101.2,0.5,NA,NA,NA,NA,NA,NA,84,"B",1
"232",1620,"Lawrenceburg Community School Corp","1210","Lawrenceburg Primary School",67.8,0.5,97,0.5,NA,NA,NA,NA,NA,NA,82.4,"B",67.9,0.5,89,0.5,NA,NA,NA,NA,NA,NA,78.5,"C",1
"233",1620,"Lawrenceburg Community School Corp","1217","Central Elementary School",67.8,0.5,97,0.5,NA,NA,NA,NA,NA,NA,82.4,"B",67.9,0.5,89,0.5,NA,NA,NA,NA,NA,NA,78.5,"C",1
